obs,Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Month,Duration,Campaign,Previous,poutcome,Y
22113,60,retired,divorced,tertiary,no,-79,yes,no,unknown,jun,49,1,0,unknown,0
22114,39,admin.,married,secondary,no,170,yes,no,cellular,may,408,2,0,unknown,0
22115,31,technician,married,secondary,no,-305,no,yes,cellular,aug,83,3,0,unknown,0
22116,42,unemployed,divorced,secondary,no,2699,no,no,cellular,jul,92,2,0,unknown,0
22117,39,management,married,tertiary,no,416,yes,no,cellular,apr,145,1,0,unknown,0
22118,40,technician,married,secondary,no,286,no,no,cellular,jul,106,4,0,unknown,0
22119,37,services,single,secondary,no,1045,no,no,cellular,jun,106,1,3,success,0
22120,37,services,married,secondary,no,20,yes,no,telephone,may,151,5,0,unknown,0
22121,59,housemaid,single,secondary,no,26172,no,no,cellular,nov,54,2,0,unknown,0
22122,31,management,single,tertiary,no,457,yes,no,unknown,may,38,9,0,unknown,0
22123,66,retired,married,primary,no,711,no,no,telephone,apr,137,5,0,unknown,0
22124,48,admin.,married,tertiary,no,960,yes,no,unknown,may,286,3,0,unknown,0
22125,30,management,single,tertiary,no,0,no,no,cellular,jul,240,1,0,unknown,0
22126,55,retired,married,secondary,no,273,no,no,cellular,aug,417,2,0,unknown,0
22127,28,admin.,married,secondary,no,568,yes,no,cellular,feb,11,6,4,other,0
22128,36,admin.,single,secondary,no,787,no,no,unknown,jun,92,1,0,unknown,0
22129,38,blue-collar,single,primary,no,1465,yes,no,unknown,may,239,2,0,unknown,0
22130,33,services,married,secondary,no,-329,yes,no,cellular,apr,113,1,0,unknown,0
22131,35,management,married,tertiary,no,244,yes,no,cellular,nov,138,1,0,unknown,0
22132,31,services,married,secondary,no,11512,yes,no,unknown,may,179,1,0,unknown,0
22133,35,management,married,tertiary,no,0,yes,no,cellular,may,310,1,0,unknown,0
22134,34,admin.,married,secondary,no,475,yes,no,unknown,may,559,1,0,unknown,0
22135,56,housemaid,married,primary,no,306,no,yes,cellular,jul,212,1,0,unknown,0
22136,33,management,married,tertiary,no,5,yes,no,unknown,aug,12,1,0,unknown,0
22137,54,management,married,tertiary,no,14107,no,no,cellular,nov,98,1,0,unknown,0
22138,28,admin.,married,secondary,no,7707,yes,no,unknown,may,68,2,0,unknown,0
22139,33,management,married,tertiary,no,191,no,no,cellular,aug,1148,2,0,unknown,1
22140,40,blue-collar,divorced,secondary,no,5666,no,yes,cellular,jun,69,4,0,unknown,0
22141,26,admin.,married,secondary,no,1417,yes,no,unknown,jun,60,3,0,unknown,0
22142,53,technician,divorced,primary,no,1443,yes,no,unknown,may,476,1,0,unknown,1
22143,34,blue-collar,married,secondary,no,-563,yes,no,unknown,may,252,1,0,unknown,0
22144,29,self-employed,single,tertiary,no,1579,no,no,cellular,oct,190,1,5,success,1
22145,57,housemaid,married,primary,no,85,no,no,unknown,jun,194,1,0,unknown,0
22146,42,management,married,tertiary,no,0,yes,no,cellular,may,88,1,1,failure,0
22147,36,blue-collar,married,secondary,no,779,yes,no,cellular,may,240,1,0,unknown,0
22148,31,admin.,married,secondary,no,-170,yes,yes,cellular,apr,252,1,1,failure,0
22149,41,admin.,married,secondary,no,158,yes,no,cellular,oct,250,2,4,other,0
22150,42,unemployed,married,unknown,no,190,no,no,cellular,aug,704,2,0,unknown,1
22151,59,unemployed,married,primary,no,0,no,no,cellular,jan,3025,2,0,unknown,0
22152,28,services,married,secondary,no,222,yes,no,unknown,may,101,23,0,unknown,0
22153,35,blue-collar,married,secondary,no,2200,yes,no,cellular,apr,14,1,0,unknown,0
22154,53,technician,divorced,secondary,no,173,no,yes,unknown,jul,157,1,0,unknown,0
22155,36,management,single,tertiary,no,11767,yes,no,cellular,apr,226,1,0,unknown,0
22156,54,admin.,divorced,secondary,no,912,yes,no,unknown,may,258,1,0,unknown,0
22157,47,management,married,secondary,no,7,no,no,telephone,aug,53,2,0,unknown,0
22158,35,management,married,tertiary,no,552,yes,yes,cellular,nov,314,2,1,failure,0
22159,43,services,married,primary,no,822,yes,no,unknown,may,112,1,0,unknown,0
22160,39,technician,married,secondary,no,625,yes,no,cellular,apr,185,1,2,failure,0
22161,36,self-employed,single,tertiary,no,1240,no,no,cellular,jul,812,3,0,unknown,1
22162,60,technician,married,secondary,no,0,no,no,unknown,jun,105,2,0,unknown,0
22163,31,management,single,tertiary,no,0,yes,no,unknown,may,562,1,0,unknown,0
22164,40,blue-collar,married,unknown,no,1181,yes,no,cellular,feb,718,2,2,success,1
22165,30,blue-collar,married,secondary,no,8,yes,no,cellular,nov,473,1,0,unknown,0
22166,37,services,married,secondary,no,775,no,yes,cellular,jul,1000,1,0,unknown,1
22167,32,entrepreneur,married,secondary,no,604,no,no,cellular,jan,270,1,0,unknown,0
22168,58,admin.,married,unknown,no,2180,no,no,cellular,aug,273,4,0,unknown,0
22169,46,blue-collar,married,secondary,no,101,yes,no,unknown,jun,40,4,0,unknown,0
22170,57,admin.,married,secondary,no,169,no,no,cellular,aug,180,1,2,failure,0
22171,37,blue-collar,single,primary,no,1210,no,no,unknown,jul,742,1,0,unknown,0
22172,22,blue-collar,married,secondary,no,-295,yes,no,unknown,jun,150,2,0,unknown,0
22173,58,self-employed,married,primary,no,671,yes,no,unknown,jun,16,3,0,unknown,0
22174,51,technician,married,tertiary,no,1347,yes,yes,cellular,feb,160,1,1,failure,1
22175,35,management,married,tertiary,no,284,no,yes,cellular,aug,258,2,0,unknown,0
22176,56,blue-collar,divorced,primary,no,0,yes,no,cellular,may,313,1,0,unknown,0
22177,35,blue-collar,married,primary,no,2205,yes,no,unknown,may,199,3,0,unknown,0
22178,41,blue-collar,divorced,secondary,no,-104,yes,no,unknown,may,32,3,0,unknown,0
22179,60,retired,married,secondary,no,1091,no,yes,telephone,jul,778,3,0,unknown,0
22180,32,management,single,tertiary,no,11,yes,yes,cellular,may,399,1,0,unknown,0
22181,41,admin.,married,secondary,no,16517,no,no,cellular,nov,1268,2,0,unknown,0
22182,45,technician,married,secondary,no,118,yes,no,unknown,may,208,2,0,unknown,0
22183,29,entrepreneur,single,tertiary,no,430,no,yes,cellular,jan,624,2,0,unknown,0
22184,75,retired,married,secondary,no,3771,no,no,telephone,oct,186,1,1,failure,1
22185,55,management,divorced,tertiary,no,2037,no,no,cellular,nov,209,2,1,failure,1
22186,35,technician,single,tertiary,no,2658,yes,no,cellular,aug,768,2,3,failure,1
22187,60,retired,single,secondary,no,-330,no,yes,cellular,jul,69,6,0,unknown,0
22188,35,technician,single,secondary,no,365,yes,no,unknown,may,256,2,0,unknown,0
22189,36,management,married,tertiary,no,332,yes,no,cellular,may,566,7,0,unknown,0
22190,44,blue-collar,married,primary,no,658,yes,no,telephone,jul,236,2,0,unknown,0
22191,38,blue-collar,married,primary,no,689,yes,no,cellular,may,585,2,2,failure,0
22192,39,blue-collar,single,secondary,no,393,yes,no,unknown,jun,339,1,0,unknown,0
22193,35,unemployed,married,tertiary,no,816,yes,no,cellular,nov,547,7,0,unknown,0
22194,51,blue-collar,married,primary,no,603,yes,no,cellular,jul,853,2,0,unknown,1
22195,43,blue-collar,married,secondary,no,15740,yes,no,unknown,may,252,2,0,unknown,0
22196,27,technician,single,secondary,no,1511,yes,no,cellular,may,74,1,0,unknown,0
22197,32,services,married,secondary,no,689,yes,yes,cellular,jun,162,3,0,unknown,1
22198,44,blue-collar,divorced,secondary,no,-239,yes,no,unknown,may,111,3,0,unknown,0
22199,25,technician,single,secondary,no,1105,yes,no,cellular,apr,195,1,1,failure,0
22200,28,services,single,secondary,no,0,no,no,cellular,feb,188,1,2,other,0
22201,40,management,married,tertiary,no,-83,yes,yes,cellular,jul,131,2,0,unknown,0
22202,33,blue-collar,single,secondary,no,687,yes,no,unknown,may,174,1,0,unknown,0
22203,37,technician,married,tertiary,no,1733,yes,no,cellular,may,524,3,1,other,0
22204,30,student,single,secondary,no,948,yes,no,cellular,may,150,1,2,failure,0
22205,50,management,married,secondary,no,268,no,no,cellular,jun,74,2,2,failure,0
22206,39,admin.,married,primary,no,237,no,no,unknown,jun,215,2,0,unknown,0
22207,28,management,married,secondary,no,152,yes,no,cellular,apr,412,2,0,unknown,0
22208,25,admin.,single,secondary,no,53,yes,no,cellular,may,213,6,0,unknown,0
22209,49,admin.,married,secondary,no,2732,no,no,unknown,jun,558,1,0,unknown,0
22210,38,management,married,primary,no,1365,yes,no,unknown,jun,224,1,0,unknown,0
22211,50,management,married,primary,no,791,no,no,unknown,jun,17,5,0,unknown,0
22212,58,retired,married,tertiary,no,0,no,no,cellular,aug,641,4,0,unknown,1
22213,36,management,single,unknown,no,62,no,no,cellular,jul,311,1,2,success,1
22214,36,admin.,married,secondary,no,670,yes,no,cellular,jul,126,3,0,unknown,0
22215,41,blue-collar,married,unknown,no,732,yes,no,unknown,may,25,1,0,unknown,0
22216,32,management,single,tertiary,no,2613,no,no,cellular,may,520,2,0,unknown,0
22217,45,entrepreneur,married,tertiary,no,3689,yes,no,cellular,may,397,1,5,failure,0
22218,59,services,married,primary,no,1562,yes,no,telephone,apr,471,2,1,other,0
22219,28,student,single,tertiary,no,385,yes,no,telephone,may,203,5,0,unknown,0
22220,47,management,married,unknown,no,1046,no,no,unknown,jun,83,1,0,unknown,0
22221,32,technician,married,secondary,no,524,no,no,cellular,aug,493,1,0,unknown,0
22222,35,management,divorced,tertiary,no,146,no,no,cellular,aug,720,2,0,unknown,1
22223,37,admin.,single,secondary,no,1066,yes,no,unknown,may,83,4,0,unknown,0
22224,32,management,married,secondary,no,350,yes,no,unknown,may,110,2,0,unknown,0
22225,33,housemaid,married,secondary,no,826,yes,no,cellular,may,256,1,0,unknown,0
22226,48,management,married,tertiary,no,879,no,no,cellular,nov,136,3,0,unknown,0
22227,60,blue-collar,married,secondary,no,171,yes,no,unknown,may,219,2,0,unknown,0
22228,29,admin.,single,tertiary,no,135,no,no,cellular,dec,248,1,0,unknown,0
22229,26,student,single,secondary,no,279,no,no,cellular,may,239,3,0,unknown,0
22230,48,technician,married,secondary,no,42,yes,yes,cellular,nov,92,1,0,unknown,0
22231,30,management,single,tertiary,no,1161,yes,no,cellular,jul,109,3,0,unknown,0
22232,54,management,married,primary,no,113,no,no,unknown,may,76,3,0,unknown,0
22233,47,retired,married,tertiary,no,1225,yes,yes,cellular,jan,191,3,2,failure,0
22234,34,blue-collar,married,primary,no,46,yes,yes,unknown,may,165,1,0,unknown,0
22235,33,management,married,tertiary,no,310,no,no,cellular,aug,179,2,0,unknown,0
22236,28,admin.,married,secondary,no,0,yes,no,cellular,may,47,1,0,unknown,0
22237,42,blue-collar,married,primary,no,3405,yes,no,unknown,may,221,2,0,unknown,0
22238,45,technician,married,primary,no,-322,no,no,unknown,jun,225,2,0,unknown,0
22239,53,blue-collar,married,primary,no,465,yes,no,cellular,jul,111,2,0,unknown,0
22240,29,services,single,secondary,no,-271,yes,no,unknown,jun,578,1,0,unknown,1
22241,37,blue-collar,married,secondary,no,417,no,no,cellular,jan,389,1,5,failure,0
22242,45,blue-collar,married,secondary,no,1144,yes,no,unknown,oct,676,1,0,unknown,1
22243,44,blue-collar,married,secondary,no,3060,yes,no,cellular,apr,87,2,3,failure,0
22244,37,housemaid,married,primary,no,254,yes,no,telephone,may,16,6,0,unknown,0
22245,37,management,married,tertiary,no,8564,yes,no,cellular,may,211,2,1,failure,0
22246,38,management,single,tertiary,no,16957,yes,no,telephone,jan,208,1,2,failure,0
22247,38,services,divorced,secondary,no,446,yes,no,unknown,jun,373,4,0,unknown,0
22248,37,student,single,unknown,no,444,no,no,cellular,aug,137,1,5,success,1
22249,42,services,married,tertiary,no,12223,yes,no,cellular,nov,36,1,0,unknown,0
22250,42,management,single,tertiary,no,100,no,no,cellular,aug,64,2,0,unknown,0
22251,74,retired,married,primary,no,0,no,no,telephone,aug,562,2,0,unknown,1
22252,57,retired,married,primary,no,177,no,yes,cellular,jul,91,4,0,unknown,0
22253,30,blue-collar,single,secondary,no,4,no,no,cellular,apr,692,1,0,unknown,0
22254,41,technician,divorced,secondary,no,225,yes,yes,unknown,may,139,1,0,unknown,0
22255,55,retired,married,secondary,no,1504,yes,yes,cellular,nov,761,1,0,unknown,1
22256,40,blue-collar,married,secondary,no,1145,yes,no,cellular,may,175,4,0,unknown,0
22257,47,management,married,secondary,no,7,no,no,cellular,aug,175,2,0,unknown,0
22258,36,admin.,married,secondary,no,1479,no,no,cellular,may,65,2,0,unknown,0
22259,52,technician,married,secondary,no,2095,yes,yes,cellular,aug,419,4,0,unknown,0
22260,30,student,single,secondary,no,7387,no,no,cellular,mar,93,1,0,unknown,0
22261,30,management,married,tertiary,no,562,no,no,cellular,aug,137,4,0,unknown,0
22262,33,management,married,tertiary,no,9725,yes,no,unknown,may,131,4,0,unknown,0
22263,36,technician,divorced,secondary,no,5957,yes,no,cellular,nov,138,2,0,unknown,0
22264,52,housemaid,married,primary,no,5137,no,no,unknown,jun,199,1,0,unknown,0
22265,49,management,married,tertiary,yes,-24,no,no,cellular,nov,132,3,0,unknown,0
22266,43,management,married,tertiary,no,690,yes,no,cellular,aug,171,3,0,unknown,0
22267,56,technician,married,secondary,no,150,yes,yes,cellular,may,102,6,1,failure,0
22268,49,retired,married,primary,no,2665,yes,no,unknown,may,67,1,0,unknown,0
22269,47,self-employed,married,tertiary,no,-80,yes,no,cellular,feb,150,3,2,failure,0
22270,44,technician,single,secondary,no,365,yes,no,unknown,may,169,2,0,unknown,0
22271,41,management,married,primary,no,469,yes,yes,cellular,may,344,1,0,unknown,0
22272,46,blue-collar,married,primary,no,1844,no,no,unknown,jun,29,1,0,unknown,0
22273,31,management,married,tertiary,no,0,yes,no,cellular,may,108,2,1,failure,0
22274,24,admin.,single,secondary,no,843,yes,no,cellular,may,22,2,0,unknown,0
22275,44,technician,married,secondary,no,-102,no,yes,cellular,aug,65,4,0,unknown,0
22276,40,blue-collar,married,primary,no,-22,yes,no,unknown,may,84,3,0,unknown,0
22277,25,services,married,secondary,no,55,yes,yes,unknown,may,155,1,0,unknown,0
22278,40,technician,divorced,tertiary,no,2611,yes,no,cellular,jul,637,2,0,unknown,0
22279,37,self-employed,married,tertiary,no,804,yes,no,cellular,nov,94,1,1,other,0
22280,48,unemployed,married,secondary,no,11371,yes,no,cellular,feb,109,3,0,unknown,0
22281,53,blue-collar,married,primary,no,436,yes,no,unknown,may,154,1,0,unknown,0
22282,35,admin.,married,secondary,no,846,yes,yes,unknown,may,175,2,0,unknown,0
22283,58,blue-collar,married,secondary,no,144,no,yes,cellular,jul,71,2,0,unknown,0
22284,54,management,divorced,tertiary,no,2625,yes,no,cellular,aug,67,3,0,unknown,0
22285,30,management,married,tertiary,no,2960,no,no,cellular,aug,370,4,0,unknown,0
22286,42,admin.,single,secondary,no,-76,yes,no,unknown,may,787,1,0,unknown,0
22287,32,blue-collar,married,secondary,no,517,yes,no,unknown,may,528,1,0,unknown,0
22288,53,blue-collar,married,secondary,no,6112,no,no,cellular,feb,211,1,0,unknown,1
22289,37,blue-collar,married,unknown,no,1795,yes,no,unknown,jun,511,1,0,unknown,0
22290,60,blue-collar,married,unknown,no,3538,no,no,unknown,jun,261,1,0,unknown,0
22291,59,housemaid,married,tertiary,no,0,no,yes,cellular,jul,376,2,0,unknown,0
22292,53,management,married,tertiary,no,3366,no,no,telephone,nov,278,6,2,failure,0
22293,28,admin.,single,secondary,no,2,no,no,cellular,jun,60,1,0,unknown,0
22294,48,blue-collar,single,primary,no,0,no,no,unknown,jun,71,1,0,unknown,0
22295,48,blue-collar,married,secondary,no,685,yes,no,cellular,may,387,10,0,unknown,0
22296,37,services,divorced,secondary,no,135,no,no,cellular,jul,460,1,0,unknown,0
22297,31,technician,married,secondary,no,504,yes,yes,cellular,may,52,2,0,unknown,0
22298,29,blue-collar,married,secondary,no,2378,yes,yes,cellular,apr,239,1,6,failure,0
22299,44,blue-collar,married,secondary,no,797,yes,no,cellular,apr,246,2,0,unknown,0
22300,47,housemaid,divorced,secondary,no,26,no,no,cellular,aug,48,4,0,unknown,0
22301,46,admin.,divorced,secondary,no,3201,yes,no,telephone,may,157,3,0,unknown,0
22302,41,unemployed,married,tertiary,no,0,no,no,cellular,oct,373,3,0,unknown,1
22303,57,housemaid,divorced,primary,no,1198,no,no,cellular,aug,146,1,0,unknown,0
22304,56,admin.,married,secondary,no,353,yes,no,unknown,may,106,2,0,unknown,0
22305,56,blue-collar,married,secondary,no,659,yes,no,cellular,feb,148,1,3,failure,0
22306,31,admin.,married,secondary,no,782,yes,no,cellular,nov,427,1,0,unknown,0
22307,29,blue-collar,married,secondary,no,43,yes,no,unknown,may,268,2,0,unknown,0
22308,27,self-employed,single,secondary,no,152,no,no,cellular,jul,80,3,0,unknown,0
22309,29,blue-collar,married,secondary,no,294,yes,no,unknown,may,594,2,0,unknown,0
22310,36,management,married,secondary,no,1825,yes,no,cellular,may,24,1,1,failure,0
22311,59,entrepreneur,divorced,secondary,no,901,yes,no,unknown,may,73,3,0,unknown,0
22312,53,self-employed,divorced,tertiary,yes,10,no,no,cellular,nov,75,3,0,unknown,0
22313,33,services,single,secondary,no,91,no,yes,unknown,may,376,3,0,unknown,0
22314,40,services,single,secondary,yes,-306,yes,no,unknown,may,253,1,0,unknown,0
22315,59,management,married,tertiary,no,1881,no,no,cellular,nov,456,2,0,unknown,0
22316,42,blue-collar,married,primary,no,718,no,no,cellular,feb,556,2,0,unknown,0
22317,55,management,married,tertiary,no,0,no,no,cellular,aug,341,2,0,unknown,0
22318,34,admin.,married,secondary,no,-314,yes,yes,cellular,apr,374,3,3,other,0
22319,31,blue-collar,single,secondary,no,199,no,no,telephone,apr,110,1,0,unknown,0
22320,43,self-employed,single,tertiary,no,2169,no,no,cellular,aug,229,2,0,unknown,0
22321,38,entrepreneur,married,tertiary,no,2069,yes,no,cellular,may,358,7,0,unknown,0
22322,31,management,married,tertiary,no,181,yes,no,cellular,jul,497,1,0,unknown,0
22323,25,services,married,secondary,no,0,yes,no,cellular,jul,12,28,0,unknown,0
22324,40,blue-collar,married,secondary,no,100,yes,no,unknown,may,218,2,0,unknown,0
22325,41,management,divorced,tertiary,no,236,no,no,cellular,feb,159,2,0,unknown,0
22326,44,blue-collar,married,secondary,no,776,yes,no,unknown,may,306,1,0,unknown,0
22327,38,management,married,tertiary,no,500,yes,yes,cellular,jul,81,7,0,unknown,0
22328,31,housemaid,married,primary,no,2603,yes,no,cellular,nov,224,1,0,unknown,0
22329,60,technician,married,secondary,no,-410,no,no,cellular,aug,143,2,0,unknown,0
22330,28,technician,married,secondary,no,1180,yes,no,unknown,may,637,3,0,unknown,0
22331,38,technician,single,secondary,no,0,yes,no,unknown,jun,64,1,0,unknown,0
22332,42,technician,married,secondary,no,233,no,no,cellular,apr,98,1,4,failure,0
22333,44,unknown,single,unknown,no,1239,no,no,unknown,jun,39,4,0,unknown,0
22334,75,retired,divorced,primary,no,46,no,no,cellular,feb,294,1,0,unknown,0
22335,38,admin.,single,secondary,no,2345,yes,no,unknown,may,174,2,0,unknown,0
22336,28,technician,single,tertiary,no,4253,yes,no,cellular,feb,336,6,0,unknown,0
